"Col1","Col2","Col3","retail_price","is_FK_Advantage_product","brand","Demand"
"Footwear","Womens","Wedges",1950,0,"",1.14773396115362
"Footwear","Womens","Wedges",1790,0,"",1.66666666666667
"Footwear","Womens","Wedges",1750,1,"",2.92153589315526
"Footwear","Womens","Casual",2070,0,"",2.5
"Footwear","Womens","Wedges",1490,0,"",1.66666666666667
"Footwear","Womens","Wedges",1460,0,"",1.48979591836735
"Clothing","Kids","Boys",1429,0,"",1.49009384775808
"Footwear","Womens","Wedges",1399,0,"",2.80360721442886
"Footwear","Womens","Wedges",2995,0,"",1
"Footwear","Womens","Wedges",1695,1,"",1.6966966966967
"Clothing","Kids","Boys",899,0,"",1.25034770514604
"Clothing","Kids","Boys",899,0,"",1.25034770514604
"Clothing","Womens","Winter",2499,0,"",2.08423686405338
"Clothing","Mens","Shirts",1595,0,"Slim",1.06262491672219
"Clothing","Kids","Infants",585,0,"",1.23157894736842
"Clothing","Mens","Jeans",1990,0,"",2.01010101010101
"Clothing","Mens","Jeans",10796,0,"Slim",2.03736554066805
"Clothing","Mens","Jeans",1499,0,"Slim",1.66740823136819
"Clothing","Mens","Jeans",10796,0,"Slim",2.03736554066805
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Home","Furnishing","Pillows",2149,0,"Rajrang",2.18394308943089
"Clothing","Womens","Western",1199,0,"",2.40280561122244
"Computers","Laptop","Adapters",1999,0,"Lapguard",2.10642781875659
"Clothing","Mens","Jeans",1499,0,"Slim",1.66740823136819
"Clothing","Womens","Lingerie",499,0,"",2.50753768844221
"Computers","Laptop","Adapters",1999,0,"Lapguard",2.10642781875659
"Clothing","Womens","Lingerie",260,0,"",1
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Clothing","Womens","Lingerie",699,0,"",2.33779264214047
"Computers","Laptop","Adapters",1999,0,"Lapguard",2.22358175750834
"Clothing","Womens","Lingerie",351,0,"",2.35570469798658
"Computers","Laptop","Adapters",1999,0,"Lapguard",2.10642781875659
"Clothing","Womens","Lingerie",618,0,"",2.13840830449827
"Computers","Laptop","Adapters",1999,0,"Lapguard",2.10642781875659
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Clothing","Womens","Lingerie",349,0,"",1.25089605734767
"Jewellery","Earrings",NA,999,0,"Vaishali Bindi and Bangles",3.34113712374582
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Clothing","Womens","Lingerie",199,0,"",1
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Jewellery","Earrings",NA,1019,0,"The Fine World",1.10162162162162
"Clothing","Womens","Lingerie",230,0,"",1.21693121693122
"Jewellery","Earrings",NA,695,0,"The Fine World",1.10492845786963
"Jewellery","Earrings",NA,745,0,"The Fine World",1.1037037037037
"Jewellery","Earrings",NA,805,0,"The Fine World",1.1042524005487
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Clothing","Womens","Lingerie",1854,0,"",3.2020725388601
"Jewellery","Earrings",NA,885,0,"The Fine World",1.09937888198758
"Jewellery","Bangles","Armlets",1600,0,"Pearlz Ocean",4.01002506265664
"Computers","Laptop","Adapters",1999,0,"Lapguard",2.10642781875659
"Jewellery","Earrings",NA,1035,0,"The Fine World",1.10223642172524
"Jewellery","Bangles","Armlets",6500,0,"NEVI",4.0650406504065
"Clothing","Womens","Lingerie",999,0,"",2.38424821002387
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Jewellery","Earrings",NA,945,0,"The Fine World",1.10011641443539
"Mobiles","Accessories","Accessories",999,0,"Nillkin",1.6677796327212
"Jewellery","Bangles","Armlets",998,0,"Payalwala",2
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Footwear","Mens","Casual",1799,0,"",2.57367668097282
"Mobiles","Accessories","Accessories",599,0,"Swiss Charger",1
"Jewellery","Earrings",NA,915,0,"The Fine World",1.1037394451146
"Mobiles","Accessories","Accessories",650,0,"HOKO",2.40740740740741
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Jewellery","Earrings",NA,789,0,"The Fine World",1.09735744089013
"Clothing","Womens","Fusion",399,0,"",1.33444816053512
"Mobiles","Accessories","Accessories",849,0,"Remax",5.69798657718121
"Computers","Laptop","Adapters",1399,0,"Rega IT",2.00143061516452
"Clothing","Womens","Fusion",399,0,"",1.33444816053512
"Mobiles","Accessories","Accessories",799,0,"Remax",3.196
"Mobiles","Accessories","Accessories",700,0,"Smartpro",2.60223048327138
"Mobiles","Accessories","Accessories",349,0,"LG",1.05757575757576
"Mobiles","Accessories","Accessories",700,0,"Storite",2.34113712374582
"Mobiles","Accessories","Accessories",599,0,"Avantree",1.20040080160321
"Mobiles","Accessories","Accessories",249,0,"LG",1
"Clothing","Mens","Jeans",1499,0,"Slim",1.66740823136819
"Clothing","Mens","Jeans",1499,0,"Slim",1.66740823136819
"Jewellery","Earrings",NA,1900,0,"Adimani",6.83453237410072
"Jewellery","Earrings",NA,700,0,"Taj Pearl",1.33333333333333
"Jewellery","Earrings",NA,1510,0,"The Jewelbox",2.5
"Jewellery","Earrings",NA,799,0,"Ratnakar",2.00250626566416
"Clothing","Womens","Fusion",399,0,"",1.33444816053512
"Clothing","Womens","Lingerie",239,0,"",1
"Jewellery","Earrings",NA,396,0,"Vendee Fashion",2
"Jewellery","Bangles","Armlets",555,0,"R18Jewels-Fashion&U",2.8030303030303
"Home","Furnishing","Linen",5999,0,"Raymond",1
"Jewellery","Bangles","Armlets",650,0,"R18Jewels-Fashion&U",3.28282828282828
"Home","Furnishing","Linen",7499,0,"Raymond",1
"Jewellery","Bangles","Armlets",810,0,"R18Jewels-Fashion&U",2.72727272727273
"Home","Furnishing","Linen",5499,0,"Raymond",1
"Jewellery","Bangles","Armlets",2000,0,"R18Jewels-Fashion&U",3.33889816360601
"Home","Furnishing","Linen",5999,0,"Raymond",1
"Jewellery","Bangles","Armlets",700,0,"Vidhya Kangan",1.4
"Home","Furnishing","Linen",5499,0,"Raymond",1
"Jewellery","Bangles","Armlets",1500,0,"R18Jewels-Fashion&U",4.0650406504065
"Footwear","Mens","Casual",1350,0,"",3.38345864661654
"Home","Furnishing","Linen",8999,0,"Raymond",1
"Jewellery","Bangles","Armlets",500,0,"Vidhya Kangan",1.66666666666667
"Home","Furnishing","Linen",1999,0,"Raymond",1
"Jewellery","Bangles","Armlets",1000,0,"Vidhya Kangan",2
"Home","Furnishing","Linen",4999,0,"Raymond",1
"Jewellery","Bangles","Armlets",1100,0,"R18Jewels-Fashion&U",2.9810298102981
"Jewellery","Earrings",NA,2480,0,"Pearl Paradise",1.31914893617021
"Footwear","Mens","Casual",998,0,"",2
"Home","Furnishing","Linen",3699,0,"Raymond",1
"Home","Decor","Needs",1299,0,"",1.62578222778473
"Home","Furnishing","Linen",5999,0,"Raymond",1
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Womens","Western",499,1,"",1.996
"Footwear","Mens","Sports",8999,0,"",2.00022227161591
"Jewellery","Bangles","Armlets",1000,0,"Vidhya Kangan",2
"Jewellery","Earrings",NA,1480,0,"Pearl Paradise",1.0962962962963
"Home","Decor","Needs",2199,0,"",1.9071986123157
"Home","Furnishing","Linen",3629,0,"Raymond",1
"Jewellery","Bangles","Armlets",700,0,"Vidhya Kangan",1.4
"Home","Furnishing","Linen",5599,0,"Raymond",1
"Clothing","Mens","Shirts",1420,0,"Slim",2.03147353361946
"Clothing","Womens","Western",499,1,"",1.996
"Jewellery","Earrings",NA,1380,0,"Pearl Paradise",1.11111111111111
"Home","Furnishing","Linen",8999,0,"Raymond",1
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Womens","Western",399,1,"",1.995
"Clothing","Womens","Western",499,1,"",1.996
"Clothing","Womens","Western",399,1,"",1.995
"Home","Furnishing","Linen",3999,0,"Raymond",1
"Jewellery","Earrings",NA,1380,0,"Pearl Paradise",1.42857142857143
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Womens","Western",399,1,"",1.995
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Jewellery","Earrings",NA,1999,0,"Pearl Paradise",2.11534391534392
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Furnishing","Linen",3799,0,"Raymond",1
"Jewellery","Earrings",NA,1467,0,"Young & Forever",3.33409090909091
"Clothing","Womens","Western",699,0,"",3.51256281407035
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Furnishing","Linen",5999,0,"Raymond",1
"Jewellery","Earrings",NA,3280,0,"Pearl Paradise",1.73087071240106
"Clothing","Womens","Western",699,0,"",2.00286532951289
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Furnishing","Linen",3299,0,"Raymond",1
"Clothing","Womens","Western",699,0,"",2.00286532951289
"Jewellery","Earrings",NA,1980,0,"Pearl Paradise",1.42857142857143
"Home","Decor","Needs",1299,0,"",1.62578222778473
"Clothing","Womens","Western",699,0,"",2.00286532951289
"Home","Furnishing","Linen",4999,0,"Raymond",1
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Womens","Western",650,0,"",2.16666666666667
"Home","Furnishing","Linen",5999,0,"Raymond",1
"Home","Decor","Needs",1599,0,"",2.28755364806867
"Clothing","Womens","Western",499,1,"",1
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Furnishing","Linen",5999,0,"Raymond",1
"Home","Furnishing","Linen",11549,0,"Raymond",1
"Home","Decor","Needs",1599,0,"",2.13484646194927
"Clothing","Womens","Western",699,0,"",2.00286532951289
"Home","Furnishing","Linen",7999,0,"Raymond",1
"Clothing","Womens","Western",599,0,"",3.01005025125628
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Womens","Western",699,0,"",2.00286532951289
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Furnishing","Linen",9999,0,"Raymond",1
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Furnishing","Linen",11549,0,"Raymond",1
"Home","Furnishing","Linen",11549,0,"Raymond",1
"Mobiles","Accessories","Accessories",790,0,"ACM",3.17269076305221
"Clothing","Mens","Shirts",1795,0,"Slim",1.05899705014749
"Mobiles","Accessories","Accessories",999,0,"k~style",4.01204819277108
"Clothing","Mens","Shirts",1499,1,"Slim",2.5025041736227
"Mobiles","Accessories","Accessories",999,0,"Xenio",5.55
"Mobiles","Accessories","Accessories",799,0,"Neutron",2.67224080267559
"Mobiles","Accessories","Accessories",1299,0,"Molife",6.52763819095477
"Mobiles","Accessories","Accessories",799,0,"APS",2.00250626566416
"Mobiles","Accessories","Accessories",699,0,"Yuuup",5.41860465116279
"Mobiles","Accessories","Accessories",699,0,"PrixCracker",2.33779264214047
"Mobiles","Accessories","Accessories",999,0,"Vmax",2.00200400801603
"Mobiles","Accessories","Accessories",999,0,"Nillkin",1.52519083969466
"Mobiles","Accessories","Accessories",995,0,"Techno TrendZ",3.32775919732441
"Jewellery","Earrings",NA,2000,0,"The V Collection",2.002002002002
"Mobiles","Accessories","Accessories",599,0,"FliFit",2.03050847457627
"Mobiles","Accessories","Accessories",599,0,"Raydenhy",3.01005025125628
"Jewellery","Earrings",NA,5400,0,"H E Creations",3
"Mobiles","Accessories","Accessories",599,0,"FliFit",1.20281124497992
"Jewellery","Earrings",NA,1100,0,"The V Collection",2.00364298724954
"Mobiles","Accessories","Accessories",599,0,"FliFit",1.73623188405797
"Clothing","Mens","Jeans",2599,0,"Slim",2.00076982294072
"Jewellery","Earrings",NA,1137,0,"Pink Rose",2.84962406015038
"Footwear","Womens","Sports",1399,0,"",1
"Jewellery","Earrings",NA,399,0,"Frabjous",1.74235807860262
"Jewellery","Earrings",NA,532,0,"Sparkling Drop",1.29756097560976
"Jewellery","Earrings",NA,399,0,"Frabjous",2.00502512562814
"Jewellery","Earrings",NA,1076,0,"Forever Carat",2
"Jewellery","Earrings",NA,600,0,"Pearlz Ocean",3.01507537688442
"Jewellery","Earrings",NA,249,0,"Trinketbag",1.43103448275862
"Jewellery","Earrings",NA,499,0,"Frabjous",2.17903930131004
"Jewellery","Earrings",NA,1964,0,"Sukkhi",3.92015968063872
"Jewellery","Earrings",NA,399,0,"Frabjous",1.33444816053512
"Jewellery","Earrings",NA,1076,0,"Forever Carat",2
"Clothing","Kids","Boys",455,0,"",1
"Clothing","Womens","Western",1199,0,"",2.40280561122244
"Clothing","Womens","Western",1199,0,"",2.40280561122244
"Clothing","Kids","Boys",450,0,"",1
"Clothing","Womens","Western",799,0,"",2.16531165311653
"Clothing","Kids","Infants",699,0,"",1.66825775656325
"Clothing","Womens","Western",1199,0,"",2.40280561122244
"Clothing","Kids","Infants",1099,0,"",1.66767830045524
"Clothing","Kids","Infants",699,0,"",1.66825775656325
"Clothing","Kids","Infants",299,0,"",1
"Clothing","Kids","Infants",399,0,"",1
"Clothing","Kids","Infants",299,0,"",1
"Clothing","Womens","Western",599,1,"",1.99666666666667
"Clothing","Womens","Western",1499,0,"",5.0133779264214
"Clothing","Womens","Western",899,0,"",2.0022271714922
"Clothing","Mens","T",1999,1,"",2.50187734668335
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.53003533568905
"Home","Decor","Needs",799,0,"",1.06675567423231
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Mens","Jeans",13495,0,"Slim",2.04500681921503
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.53003533568905
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Mens","T",1899,0,"",2.49868421052632
"Clothing","Mens","T",1499,0,"",2.49833333333333
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Mens","T",1499,0,"",2.5025041736227
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Clothing","Mens","T",1199,0,"",2.49791666666667
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Footwear","Womens","Sports",6895,0,"",1.25
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1599,0,"",2.13484646194927
"Clothing","Womens","Leggings",599,0,"",1.7163323782235
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Jewellery","Earrings",NA,230,0,"Fabulloso",1
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Home","Decor","Needs",1299,0,"",1.73431241655541
"Footwear","Mens","Sports",5499,1,"",1.37854098771622
"Clothing","Womens","Western",1299,0,"Slim Fit",2.00154083204931
"Clothing","Womens","Western",1499,0,"Slim",1.53901437371663
"Clothing","Womens","Western",1499,0,"Slim Fit",2.00133511348465
"Kitchen","Dining","Laundry",1100,0,"Planet",1.23595505617978
"Clothing","Womens","Western",1099,0,"",2.39433551198257
"Clothing","Womens","Western",1099,0,"",2.39433551198257
"Clothing","Kids","Infants",1045,0,"",2.32739420935412
"Clothing","Womens","Leggings",1099,0,"",2.39433551198257
"Clothing","Kids","Infants",599,0,"",1.66852367688022
"Footwear","Mens","Casual",2795,0,"",1
"Clothing","Womens","Western",1099,0,"",2.39433551198257
"Footwear","Mens","Casual",1499,0,"",1.87609511889862
"Footwear","Mens","Casual",2299,0,"",1.42883778744562
"Footwear","Mens","Casual",2195,0,"",1.99727024567789
"Footwear","Mens","Casual",499,0,"",1.25062656641604
"Home","Furnishing","Pillows",2399,0,"Rajrang",2.33820662768031
"Clothing","Womens","Western",499,0,"",1.33422459893048
"Clothing","Womens","Western",1099,0,"",3.14899713467049
"Clothing","Womens","Western",1099,0,"",3.14899713467049
"Clothing","Mens","Shirts",1900,0,"Slim",2.79411764705882
"Clothing","Mens","Shirts",1599,0,"Standard Fit",1
"Home","Furnishing","Linen",4289,0,"Raymond",1.11113989637306
"Home","Furnishing","Linen",2099,0,"Raymond",1.11116993118052
"Clothing","Mens","Winter",2499,0,"",2.00240384615385
"Home","Furnishing","Linen",3799,0,"Raymond",1.11114360924247
"Home","Furnishing","Linen",3999,0,"Raymond",1
"Clothing","Mens","Shirts",1090,0,"",1.11224489795918
"Clothing","Mens","Jeans",13495,0,"Slim",2.04500681921503
"Home","Furnishing","Linen",4999,0,"Raymond",1
"Home","Furnishing","Linen",2309,0,"Raymond",1
"Clothing","Mens","Jeans",5398,0,"Slim",2.07695267410543
"Jewellery","Earrings",NA,7900,0,"Treta",1
"Home","Furnishing","Linen",2529,0,"Raymond",1
"Clothing","Mens","Jeans",13495,0,"Slim",2.04500681921503
"Home","Furnishing","Linen",3999,0,"Raymond",1.11114198388441
"Clothing","Mens","Jeans",18893,0,"Slim",2.09945549505501
"Home","Furnishing","Linen",2199,0,"Raymond",1
"Home","Furnishing","Linen",4399,0,"Raymond",1
"Clothing","Mens","Jeans",6990,1,"Slim",1
"Home","Furnishing","Linen",4299,0,"Raymond",1.11113982941329
"Home","Furnishing","Linen",4399,0,"Raymond",1
"Home","Furnishing","Linen",2999,0,"Raymond",1
"Home","Furnishing","Linen",2349,0,"Raymond",1
"Home","Furnishing","Linen",2399,0,"Raymond",1
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Home","Furnishing","Linen",4289,0,"Raymond",1
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Home","Furnishing","Linen",4999,0,"Raymond",1
"Clothing","Kids","Girls",1099,0,"",1.66767830045524
"Home","Furnishing","Linen",4069,0,"Raymond",1
"Clothing","Kids","Girls",799,0,"",1.11126564673157
"Home","Furnishing","Linen",4199,0,"Raymond",1
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Home","Furnishing","Linen",7699,0,"Raymond",1
"Clothing","Womens","Winter",1799,0,"",1.42891183478952
"Clothing","Mens","T",1499,0,"",3.33111111111111
"Clothing","Mens","T",1499,0,"",2.49833333333333
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Clothing","Womens","Winter",1599,0,"",1.42895442359249
"Home","Furnishing","Linen",2149,0,"Raymond",1
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Home","Furnishing","Linen",2419,0,"Raymond",1
"Home","Furnishing","Linen",3299,0,"Raymond",1.11114853486022
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Home","Furnishing","Linen",2419,0,"Raymond",1
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Home","Furnishing","Linen",4199,0,"Raymond",1
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Clothing","Kids","Girls",1099,0,"",1.66767830045524
"Clothing","Kids","Girls",799,0,"",1.66805845511482
"Clothing","Kids","Girls",749,0,"",1.66815144766147
"Clothing","Kids","Girls",749,0,"",1.66815144766147
"Clothing","Kids","Girls",749,0,"",1.66815144766147
"Clothing","Kids","Girls",749,0,"",1.66815144766147
"Clothing","Kids","Girls",749,0,"",1.66815144766147
"Clothing","Kids","Girls",749,0,"",1.66815144766147
"Clothing","Kids","Girls",749,0,"",1.66815144766147
"Clothing","Womens","Western",1399,0,"Slim",2.06646971935007
"Clothing","Womens","Western",499,0,"Regular",1.84814814814815
"Clothing","Womens","Western",1990,0,"Slim",1
"Clothing","Womens","Western",2490,0,"Slim",1
"Footwear","Womens","Flats",1490,0,"",1
"Footwear","Womens","Flats",999,0,"",2.00200400801603
"Footwear","Womens","Flats",1695,0,"",1
"Mobiles","Accessories","Accessories",499,0,"BESTSUIT",2.55897435897436
"Mobiles","Accessories","Accessories",499,0,"BESTSUIT",2.55897435897436
"Mobiles","Accessories","Accessories",1500,0,"Svype",1.36487716105551
"Mobiles","Accessories","Accessories",499,0,"BESTSUIT",2.55897435897436
"Clothing","Kids","Boys",1599,0,"Allen Solly",1.42895442359249
"Mobiles","Accessories","Accessories",150,0,"zaidis",1.16279069767442
"Sports","Fitness","Sports",499,0,"Gee Power",2.64021164021164
"Clothing","Womens","Fusion",1200,0,"Kamakshi Krafts",1.71673819742489
"Toys","School","Ride",1499,0,"TOMAFO",1.11119347664937
"Toys","School","Ride",900,0,"RKDEAL",1.38461538461538
"Toys","School","Ride",2999,0,"Babytintin",2.30869899923018
"Toys","School","Ride",1599,0,"TOMAFO",1.11118832522585
"Toys","School","Ride",2399,0,"TOMAFO",1.11116257526633
"Toys","School","Ride",1399,0,"TOMAFO",1.11119936457506
"Clothing","Mens","Winter",2499,0,"Marks & Spencer",1
"Clothing","Mens","Winter",3999,0,"Nautica",1.58376237623762
"Clothing","Mens","Winter",1575,0,"Romano",1
"Clothing","Kids","Boys",2349,0,"AJ Dezines",2.09919571045576
"Clothing","Kids","Boys",1849,0,"AJ Dezines",2.10352673492605
"Clothing","Mens","Winter",4999,0,"Nautica",1.5839670468948
"Clothing","Kids","Boys",2649,0,"AJ Dezines",1.65666041275797
"Clothing","Kids","Boys",1199,0,"Jbn Creation",2.40280561122244
"Clothing","Kids","Boys",1599,0,"Jazzup",2.46379044684129
"Clothing","Mens","Winter",2499,0,"Marks & Spencer",1
"Clothing","Kids","Boys",3499,0,"Jazzup",2.50107219442459
"Clothing","Kids","Boys",1299,0,"Jazzup",2.36612021857924
"Clothing","Kids","Boys",995,0,"Kishore Dresses",1
"Clothing","Kids","Boys",1199,0,"Jbn Creation",2.40280561122244
"Clothing","Kids","Boys",995,0,"Kishore Dresses",1
"Clothing","Kids","Boys",2149,0,"AJ Dezines",1.65434949961509
"Clothing","Kids","Boys",999,0,"Kabeer",1.17529411764706
"Clothing","Kids","Boys",1599,0,"Jazzup",2.46379044684129
"Clothing","Kids","Boys",2499,0,"AJ Dezines",2.08423686405338
"Clothing","Kids","Boys",1299,0,"FTCBAZAR",4.34448160535117
"Clothing","Kids","Boys",3499,0,"Jazzup",2.50107219442459
"Clothing","Kids","Boys",2849,0,"AJ Dezines",2.09639440765269
"Clothing","Kids","Boys",999,0,"FTCBazar",3.34113712374582
"Clothing","Kids","Boys",3499,0,"Jeet",2.41310344827586
"Clothing","Kids","Boys",3499,0,"Jazzup",2.50107219442459
"Clothing","Kids","Boys",2999,0,"NIPPY",3.495337995338
"Clothing","Kids","Infants",1099,0,"Be 13",2.11753371868979
"Home","Decor","Needs",1999,0,"Bharatcraft",1.77846975088968
"Baby","Care","Wear",945,0,"Lilliput",1.66666666666667
"Automotive","Accessories","parts",699,0,"Favourite BikerZ",1.94707520891365
"Baby","Care","Wear",1495,0,"Lilliput",1.42925430210325
"Kitchen","Dining","Laundry",699,0,"Krishna Carpets",3.51256281407035
"Mobiles","Accessories","Accessories",1499,0,"SNE",5.76538461538462
"Kitchen","Dining","Crockery",1000,0,"Sea Shell",1.669449081803
"Mobiles","Accessories","Accessories",1499,0,"SNE",5.76538461538462
"Toys","School","Remote",699,0,"",1.40080160320641
"Home","Furnishing","Accessories",699,0,"Shopgalore",3.0929203539823
"Footwear","Womens","Flats",1299,0,"",1
"Mobiles","Accessories","Accessories",999,0,"Acromax",1.125
"Watches","Wrist","Firstrace",2899,0,"",3.22469410456062
"Mobiles","Accessories","Accessories",1499,0,"SNE",5.76538461538462
"Home","Furnishing","Accessories",799,0,"SWHF",2.67224080267559
"Watches","Wrist","CB",2099,0,"",3.07320644216691
"Mobiles","Accessories","Accessories",1499,0,"SNE",5.76538461538462
"Computers","Laptop","Bags",2499,0,"Neopack",1.13642564802183
"Watches","Wrist","CB",1899,0,"",3.06785137318255
"Mobiles","Accessories","Accessories",1499,0,"SNE",5.76538461538462
"Watches","Wrist","CB",2050,0,"",3.14900153609831
"Clothing","Womens","Fusion",1399,0,"",2.00143061516452
"Home","Furnishing","Accessories",1299,0,"Shop24decor",2.1686143572621
"Mobiles","Accessories","Accessories",1499,0,"SNE",5.76538461538462
"Home","Furnishing","Accessories",1299,0,"Shop24decor",2.1686143572621
"Sports","Fitness","Sports",800,0,"",1
"Home","Furnishing","Accessories",2999,0,"Shiv Shankar Handloom",2.30869899923018
"Watches","Wrist","CB",1899,0,"",3.06785137318255
"Home","Furnishing","Accessories",600,0,"Trendy Home",3.77358490566038
"Clothing","Mens","Winter",8999,0,"KazamaKraft",10.5995288574794
"Clothing","Kids","Girls",1499,0,"D-ROCK",2.30970724191063
"Home","Decor","Needs",800,0,"iwill",2.3598820058997
"Clothing","Kids","Girls",1499,0,"D-ROCK",2.30970724191063
"Clothing","Kids","Girls",3330,0,"Koolkids",2.73399014778325
"Footwear","Mens","Casual",5299,0,"Shoe Day",2.40973169622556
"Home","Furnishing","Linen",599,0,"Amit Carpet",1.20040080160321
"Clothing","Mens","Winter",1299,0,"SayItLoud",2.89309576837416
"Footwear","Mens","Casual",1499,0,"MINDITDADDY",3.01004016064257
"Toys","School","Musical",199,0,"Bento",3.15873015873016
"Home","Furnishing","Linen",600,0,"Creative Textiles",2.1505376344086
"Jewellery","Bangles","Armlets",665,0,"Taj Pearl",1.66666666666667
"Clothing","Mens","Winter",1495,0,"Wake Up Competition",1.99866310160428
"Clothing","Womens","Fusion",1399,0,"LGC",1.75093867334168
"Mobiles","Accessories","Accessories",990,0,"ACM",2.92035398230089
"Footwear","Mens","Casual",2499,0,"",1.25012506253127
"Home","Decor","Needs",1998,0,"DeStudio",2.85836909871245
"Home","Decor","Needs",598,0,"DeStudio",1.49874686716792
"Footwear","Mens","Casual",2100,0,"",1.16666666666667
"Home","Decor","Needs",2598,0,"DeStudio",3.25156445556946
"Watches","Wrist","Timex",3495,0,"",1.1184
"Home","Decor","Needs",4998,0,"DeStudio",4.54777070063694
"Watches","Wrist","Titan",2495,0,"",1.11135857461025
"Footwear","Mens","Casual",3799,0,"",1.99947368421053
"Watches","Wrist","Playboy",4200,0,"",1.26888217522659
"Footwear","Mens","Casual",2099,0,"",1.31269543464665
"Footwear","Mens","Casual",1999,0,"",1
"Footwear","Mens","Casual",2290,0,"",1.44025157232704
"Footwear","Mens","Casual",2500,0,"",1.42857142857143
"Footwear","Mens","Casual",1995,0,"",1
"Footwear","Mens","Casual",2099,1,"",1
"Footwear","Mens","Casual",2499,0,"",2.00080064051241
"Footwear","Mens","Casual",1899,0,"",1
"Footwear","Mens","Casual",1699,0,"",1.11118378024853
"Footwear","Mens","Sports",2499,0,"",1.30020811654527
"Footwear","Mens","Casual",1599,0,"",1
"Footwear","Mens","Casual",3988,0,"",2.50031347962382
"Footwear","Mens","Casual",2200,0,"",1.42857142857143
"Footwear","Mens","Casual",3488,0,"",2
"Footwear","Mens","Casual",1799,0,"",1.12507817385866
"Footwear","Mens","Casual",1999,0,"",1
"Footwear","Mens","Casual",1899,0,"",1
"Footwear","Mens","Casual",1749,0,"",1
"Footwear","Mens","Casual",2295,0,"",1.35079458505003
"Footwear","Mens","Casual",2288,0,"",1.42910680824485
"Footwear","Mens","Casual",2199,0,"",1.10005002501251
"Footwear","Mens","Casual",2499,0,"",2.5015015015015
"Footwear","Mens","Casual",2288,0,"",1.42910680824485
"Footwear","Mens","Casual",2699,0,"",2.25104253544621
"Footwear","Mens","Casual",2288,0,"",1.42910680824485
"Footwear","Mens","Casual",2499,0,"",1.42881646655232
"Footwear","Womens","Wedges",1190,0,"",1
"Footwear","Mens","Casual",2000,0,"",1.25
"Footwear","Mens","Casual",2699,0,"",2.07775211701309
"Footwear","Mens","Casual",1999,0,"",1
"Footwear","Mens","Casual",2199,0,"",2.50170648464164
